repeat,dtype,mode,image_shape,h2d_ms_median,compute_ms_median,d2h_ms_median,total_ms_median,images_per_s_compute,energy_joules,energy_method,FLOPs,MACs,TFLOP_per_s_compute,J_per_image,J_per_MAC,note
4096,fp16,float,"(3, 224, 224)",333.6953705002088,11.165696144104004,0.8928405077313073,345.7539071520441,366837.8529325173,1640.559,nvml_total_energy_mj,1262720385024,631360192512,113.08926633211077,0.400527099609375,2.59845175457244e-09,"Integer/fixed support varies; if skipped, that is expected and part of the lesson."
