repeat,dtype,mode,image_shape,h2d_ms_median,compute_ms_median,d2h_ms_median,total_ms_median,images_per_s_compute,energy_joules,energy_method,FLOPs,MACs,TFLOP_per_s_compute,J_per_image,J_per_MAC,note
4096,fp32,float,"(3, 224, 224)",217.98754499468487,156.48358154296875,0.9689555008662865,375.4400820385199,26175.270016268645,4524.874,nvml_total_energy_mj,1262720385024,631360192512,8.0693474201782,1.10470556640625,7.166866162399045e-09,"Integer/fixed support varies; if skipped, that is expected and part of the lesson."
